flip_type,fold,sample_id,slide_id,label,pred_full,pred_concept_only,pred_visual_only,pred_full_without_visual,full_correct,concept_correct,visual_correct,full_without_visual_correct,full_margin,concept_margin,visual_margin,csg_margin,visual_contribution_ratio,concept_contribution_ratio,csg_contribution_ratio
concept_only_correct_full_wrong,4,2477189-B2,2477189-B2,0,1,0,1,0,False,True,False,True,-3.4586775302886963,0.39870262145996094,-3.8559913635253906,-0.016895897686481476,0.4340759515762329,0.5659239888191223,0.0012851960491389036
visual_only_correct_concept_wrong,4,2460405-B2,2460405-B2,0,1,1,0,1,False,False,True,False,-0.02708721160888672,-0.4809432029724121,0.4552450478076935,0.017534354701638222,0.091480553150177,0.908519446849823,0.002597921760752797
visual_only_correct_concept_wrong,4,2460974-B2,2460974-B2,0,1,1,0,1,False,False,True,False,-0.2648754119873047,-0.6036005020141602,0.3401145935058594,-0.03391193971037865,0.0029009669087827206,0.9970990419387817,0.0015706625999882817
visual_only_correct_concept_wrong,4,25025602B2,25025602B2,0,0,1,0,1,True,False,True,False,1.5246577262878418,-0.4213852882385254,1.9474318027496338,0.02893340215086937,0.138051837682724,0.8619481325149536,0.0025653301272541285
visual_only_correct_concept_wrong,4,25015867B2,25015867B2,1,0,0,1,0,False,False,True,False,-2.723071575164795,-3.5758705139160156,0.8514097929000854,-0.06871842592954636,0.009535172954201698,0.9904648065567017,0.011583597399294376
visual_only_correct_concept_wrong,4,25023687B3,25023687B3,1,1,0,1,0,True,False,True,False,0.9004924297332764,-0.06625509262084961,0.9653579592704773,0.03596610948443413,0.33670222759246826,0.6632977724075317,0.000767553923651576
visual_only_correct_concept_wrong,4,25027636B2,25027636B2,1,0,0,1,0,False,False,True,False,-0.4912111759185791,-0.6196870803833008,0.1270861029624939,-0.024527035653591156,0.04078168049454689,0.9592183232307434,0.004693969618529081
visual_only_correct_concept_wrong,4,25028010B2,25028010B2,1,1,0,1,0,True,False,True,False,0.19330310821533203,-0.2663586139678955,0.45827195048332214,0.04334449768066406,0.15107578039169312,0.8489242196083069,0.002454680623486638
visual_only_correct_concept_wrong,4,25063228B5,25063228B5,1,1,0,1,0,True,False,True,False,2.522674798965454,-0.013466596603393555,2.5347518920898438,0.053863272070884705,0.4463728666305542,0.5536271333694458,0.0008547993493266404
concept_only_wrong_full_correct,4,25025602B2,25025602B2,0,0,1,0,1,True,False,True,False,1.5246577262878418,-0.4213852882385254,1.9474318027496338,0.02893340215086937,0.138051837682724,0.8619481325149536,0.0025653301272541285
concept_only_wrong_full_correct,4,25023687B3,25023687B3,1,1,0,1,0,True,False,True,False,0.9004924297332764,-0.06625509262084961,0.9653579592704773,0.03596610948443413,0.33670222759246826,0.6632977724075317,0.000767553923651576
concept_only_wrong_full_correct,4,25028010B2,25028010B2,1,1,0,1,0,True,False,True,False,0.19330310821533203,-0.2663586139678955,0.45827195048332214,0.04334449768066406,0.15107578039169312,0.8489242196083069,0.002454680623486638
concept_only_wrong_full_correct,4,25063228B5,25063228B5,1,1,0,1,0,True,False,True,False,2.522674798965454,-0.013466596603393555,2.5347518920898438,0.053863272070884705,0.4463728666305542,0.5536271333694458,0.0008547993493266404
full_without_visual_correct_full_wrong,4,2477189-B2,2477189-B2,0,1,0,1,0,False,True,False,True,-3.4586775302886963,0.39870262145996094,-3.8559913635253906,-0.016895897686481476,0.4340759515762329,0.5659239888191223,0.0012851960491389036
full_correct_full_without_visual_wrong,4,25025602B2,25025602B2,0,0,1,0,1,True,False,True,False,1.5246577262878418,-0.4213852882385254,1.9474318027496338,0.02893340215086937,0.138051837682724,0.8619481325149536,0.0025653301272541285
full_correct_full_without_visual_wrong,4,25023687B3,25023687B3,1,1,0,1,0,True,False,True,False,0.9004924297332764,-0.06625509262084961,0.9653579592704773,0.03596610948443413,0.33670222759246826,0.6632977724075317,0.000767553923651576
full_correct_full_without_visual_wrong,4,25028010B2,25028010B2,1,1,0,1,0,True,False,True,False,0.19330310821533203,-0.2663586139678955,0.45827195048332214,0.04334449768066406,0.15107578039169312,0.8489242196083069,0.002454680623486638
full_correct_full_without_visual_wrong,4,25063228B5,25063228B5,1,1,0,1,0,True,False,True,False,2.522674798965454,-0.013466596603393555,2.5347518920898438,0.053863272070884705,0.4463728666305542,0.5536271333694458,0.0008547993493266404
