flip_type,fold,sample_id,slide_id,label,pred_full,pred_concept_only,pred_visual_only,pred_full_without_visual,full_correct,concept_correct,visual_correct,full_without_visual_correct,full_margin,concept_margin,visual_margin,csg_margin,visual_contribution_ratio,concept_contribution_ratio,csg_contribution_ratio
concept_only_correct_full_wrong,1,25024433B2,25024433B2,1,0,1,0,1,False,True,False,True,-0.6433289051055908,0.02918076515197754,-0.6812450885772705,-0.008585073053836823,0.1457991898059845,0.8542008399963379,9.746860087034293e-06
visual_only_correct_concept_wrong,1,25027122B2,25027122B2,0,0,1,0,1,True,False,True,False,3.5523738861083984,-0.11565065383911133,3.6767592430114746,0.008434334769845009,0.322802871465683,0.6771971583366394,1.990265263884794e-05
visual_only_correct_concept_wrong,1,25021665B3,25021665B3,1,1,0,1,0,True,False,True,False,1.4220118522644043,-0.49354925751686096,1.9068260192871094,-0.011560535058379173,0.501903772354126,0.49809616804122925,9.689697617432103e-05
visual_only_correct_concept_wrong,1,25026103B2,25026103B2,1,0,0,1,0,False,False,True,False,-0.9868996143341064,-2.144139051437378,1.148504376411438,-0.008101592771708965,0.070296511054039,0.9297035336494446,6.605795351788402e-05
visual_only_correct_concept_wrong,1,25027181B5,25027181B5,1,0,0,1,0,False,False,True,False,-2.029168128967285,-3.1072378158569336,1.0693347454071045,-0.009195968508720398,0.13937591016292572,0.8606240749359131,0.0003970190300606191
visual_only_correct_concept_wrong,1,25043126B2,25043126B2,1,0,0,1,0,False,False,True,False,-2.403752565383911,-3.0335381031036377,0.6210502982139587,-0.008793346583843231,0.027709590271115303,0.9722903966903687,0.00015435540990438312
concept_only_wrong_full_correct,1,25027122B2,25027122B2,0,0,1,0,1,True,False,True,False,3.5523738861083984,-0.11565065383911133,3.6767592430114746,0.008434334769845009,0.322802871465683,0.6771971583366394,1.990265263884794e-05
concept_only_wrong_full_correct,1,25021665B3,25021665B3,1,1,0,1,0,True,False,True,False,1.4220118522644043,-0.49354925751686096,1.9068260192871094,-0.011560535058379173,0.501903772354126,0.49809616804122925,9.689697617432103e-05
full_without_visual_correct_full_wrong,1,25024433B2,25024433B2,1,0,1,0,1,False,True,False,True,-0.6433289051055908,0.02918076515197754,-0.6812450885772705,-0.008585073053836823,0.1457991898059845,0.8542008399963379,9.746860087034293e-06
full_correct_full_without_visual_wrong,1,25027122B2,25027122B2,0,0,1,0,1,True,False,True,False,3.5523738861083984,-0.11565065383911133,3.6767592430114746,0.008434334769845009,0.322802871465683,0.6771971583366394,1.990265263884794e-05
full_correct_full_without_visual_wrong,1,25021665B3,25021665B3,1,1,0,1,0,True,False,True,False,1.4220118522644043,-0.49354925751686096,1.9068260192871094,-0.011560535058379173,0.501903772354126,0.49809616804122925,9.689697617432103e-05
