fold,sample_id,slide_id,label,pred_full,pred_concept_only,pred_visual_only,pred_full_without_visual,full_correct,concept_correct,visual_correct,full_without_visual_correct,full_margin,concept_margin,visual_margin,csg_margin,full_top1_margin,concept_top1_margin,visual_top1_margin,csg_top1_margin,visual_contribution_ratio,concept_contribution_ratio,csg_contribution_ratio
0,2460239-B2,2460239-B2,0,0,0,0,0,True,True,True,True,9.292160034179688,4.178599834442139,5.1083269119262695,0.0014830403961241245,9.292160034179688,4.178599834442139,5.1083269119262695,0.0014830403961241245,0.39863789081573486,0.6013621091842651,0.0005805206601507962
0,2460628-B2,2460628-B2,0,0,0,0,0,True,True,True,True,11.837678909301758,5.381606578826904,6.450837135314941,-0.005018497817218304,11.837678909301758,5.381606578826904,6.450837135314941,0.005018497817218304,0.36559706926345825,0.6344029307365417,0.00018707761773839593
0,2460641-B2,2460641-B2,0,0,0,0,0,True,True,True,True,10.902557373046875,3.627105712890625,7.270216941833496,-0.0020615612156689167,10.902557373046875,3.627105712890625,7.270216941833496,0.0020615612156689167,0.48291653394699097,0.517083466053009,3.062535324716009e-05
0,2460960-B,2460960-B,0,0,0,0,0,True,True,True,True,11.572948455810547,5.204238414764404,6.363475322723389,-0.003721801796928048,11.572948455810547,5.204238414764404,6.363475322723389,0.003721801796928048,0.37806135416030884,0.6219387054443359,7.96126332716085e-05
0,2461671-B2,2461671-B2,0,0,0,0,0,True,True,True,True,11.809648513793945,5.4543352127075195,6.350078582763672,-0.005753139965236187,11.809648513793945,5.4543352127075195,6.350078582763672,0.005753139965236187,0.36567750573158264,0.634322464466095,0.00026090783649124205
0,2461677-B2,2461677-B2,0,0,0,0,0,True,True,True,True,11.088325500488281,5.035073757171631,6.048018455505371,-0.003943899646401405,11.088325500488281,5.035073757171631,6.048018455505371,0.003943899646401405,0.41830167174339294,0.5816982984542847,5.6687731557758525e-05
0,2461700-B2,2461700-B2,0,0,0,0,0,True,True,True,True,6.567261695861816,3.9063844680786133,2.6556432247161865,-0.003004943486303091,6.567261695861816,3.9063844680786133,2.6556432247161865,0.003004943486303091,0.40342679619789124,0.5965731739997864,0.0003990501572843641
0,2462478-B2,2462478-B2,0,0,0,0,0,True,True,True,True,8.450709342956543,4.555241107940674,3.8902335166931152,-0.006613145582377911,8.450709342956543,4.555241107940674,3.8902335166931152,0.006613145582377911,0.2814251184463501,0.7185748815536499,0.00021502406161744148
0,2462598-B,2462598-B,0,0,0,0,0,True,True,True,True,2.5433597564697266,0.6416503190994263,1.8964745998382568,0.0014572690706700087,2.5433597564697266,0.6416503190994263,1.8964745998382568,0.0014572690706700087,0.3315819203853607,0.6684181094169617,0.002079170197248459
0,2462637-B2,2462637-B2,0,0,0,0,0,True,True,True,True,7.815959453582764,4.354757308959961,3.4559683799743652,-0.004771578125655651,7.815959453582764,4.354757308959961,3.4559683799743652,0.004771578125655651,0.29411134123802185,0.7058886885643005,8.279478061012924e-05
