flip_type,fold,sample_id,slide_id,label,pred_full,pred_concept_only,pred_visual_only,pred_full_without_visual,full_correct,concept_correct,visual_correct,full_without_visual_correct,full_margin,concept_margin,visual_margin,csg_margin,visual_contribution_ratio,concept_contribution_ratio,csg_contribution_ratio
visual_only_correct_concept_wrong,0,25019273B,25019273B,1,1,0,1,0,True,False,True,False,0.8187092542648315,-0.760588526725769,1.585503339767456,0.01811489276587963,0.24082764983177185,0.7591723799705505,6.436568946810439e-05
visual_only_correct_concept_wrong,0,25020556B4,25020556B4,1,1,0,1,0,True,False,True,False,1.2003661394119263,-0.8003731369972229,2.0069451332092285,0.00657412875443697,0.7651672959327698,0.2348327338695526,0.0010743216844275594
visual_only_correct_concept_wrong,0,25023961B2,25023961B2,1,0,0,1,0,False,False,True,False,-0.1942915916442871,-0.9688515663146973,0.7807650566101074,-0.054506924003362656,0.004026748239994049,0.9959732294082642,0.006505572237074375
visual_only_correct_concept_wrong,0,25032179B3,25032179B3,1,1,0,1,0,True,False,True,False,0.26238584518432617,-0.8092761039733887,1.0778677463531494,-0.024311454966664314,0.11467278748750687,0.8853272199630737,3.0366853025043383e-05
visual_only_correct_concept_wrong,0,25057865B1,25057865B1,1,0,0,1,0,False,False,True,False,-1.0292491912841797,-1.2080483436584473,0.18500462174415588,-0.023536548018455505,0.08628435432910919,0.913715660572052,0.004391443450003862
concept_only_wrong_full_correct,0,25019273B,25019273B,1,1,0,1,0,True,False,True,False,0.8187092542648315,-0.760588526725769,1.585503339767456,0.01811489276587963,0.24082764983177185,0.7591723799705505,6.436568946810439e-05
concept_only_wrong_full_correct,0,25020556B4,25020556B4,1,1,0,1,0,True,False,True,False,1.2003661394119263,-0.8003731369972229,2.0069451332092285,0.00657412875443697,0.7651672959327698,0.2348327338695526,0.0010743216844275594
concept_only_wrong_full_correct,0,25032179B3,25032179B3,1,1,0,1,0,True,False,True,False,0.26238584518432617,-0.8092761039733887,1.0778677463531494,-0.024311454966664314,0.11467278748750687,0.8853272199630737,3.0366853025043383e-05
full_correct_full_without_visual_wrong,0,25019273B,25019273B,1,1,0,1,0,True,False,True,False,0.8187092542648315,-0.760588526725769,1.585503339767456,0.01811489276587963,0.24082764983177185,0.7591723799705505,6.436568946810439e-05
full_correct_full_without_visual_wrong,0,25020556B4,25020556B4,1,1,0,1,0,True,False,True,False,1.2003661394119263,-0.8003731369972229,2.0069451332092285,0.00657412875443697,0.7651672959327698,0.2348327338695526,0.0010743216844275594
full_correct_full_without_visual_wrong,0,25032179B3,25032179B3,1,1,0,1,0,True,False,True,False,0.26238584518432617,-0.8092761039733887,1.0778677463531494,-0.024311454966664314,0.11467278748750687,0.8853272199630737,3.0366853025043383e-05
