flip_type,fold,sample_id,slide_id,label,pred_full,pred_concept_only,pred_visual_only,pred_full_without_visual,full_correct,concept_correct,visual_correct,full_without_visual_correct,full_margin,concept_margin,visual_margin,csg_margin,visual_contribution_ratio,concept_contribution_ratio,csg_contribution_ratio
concept_only_correct_full_wrong,0,2462598-B,2462598-B,0,1,0,1,0,False,True,False,True,-0.008744001388549805,0.010913491249084473,-0.018779128789901733,0.0011117099784314632,0.154521182179451,0.8454788327217102,4.161241668043658e-05
concept_only_correct_full_wrong,0,2471959-B2,2471959-B2,0,1,0,1,0,False,True,False,True,-0.19995450973510742,0.277038037776947,-0.4761141538619995,0.001101163448765874,0.40743720531463623,0.5925627946853638,8.90490355232032e-06
concept_only_correct_full_wrong,0,25019273B,25019273B,1,0,1,0,1,False,True,False,True,-4.017699718475342,0.30604422092437744,-4.32462215423584,-0.0006384097505360842,0.6952404379844666,0.30475953221321106,1.4665837397842552e-06
concept_only_correct_full_wrong,0,25023972B3,25023972B3,1,0,1,0,1,False,True,False,True,-0.016354799270629883,0.365830659866333,-0.38306358456611633,-0.0005480902618728578,0.24148325622081757,0.7585167288780212,2.0787527319043875e-05
visual_only_correct_concept_wrong,0,2473212-B4,2473212-B4,0,0,1,0,1,True,False,True,False,1.8975380659103394,-0.06754457950592041,1.96596097946167,0.0011729144025593996,0.5195379853248596,0.4804620146751404,0.00015571634867228568
visual_only_correct_concept_wrong,0,25015191B3,25015191B3,1,1,0,1,0,True,False,True,False,5.367156982421875,-0.16240519285202026,5.528684616088867,-0.0009369479375891387,0.9453233480453491,0.054676685482263565,1.6726175090298057e-05
visual_only_correct_concept_wrong,0,25020556B4,25020556B4,1,1,0,1,0,True,False,True,False,2.7610397338867188,-0.5882409811019897,3.348402500152588,-0.0009375171503052115,0.7472782731056213,0.25272175669670105,1.4047056538402103e-05
visual_only_correct_concept_wrong,0,25026144B2,25026144B2,1,1,0,1,0,True,False,True,False,1.7811098098754883,-0.5814917087554932,2.361722946166992,-0.00029107800219208,0.4986739754676819,0.5013260841369629,5.342612348613329e-05
concept_only_wrong_full_correct,0,2473212-B4,2473212-B4,0,0,1,0,1,True,False,True,False,1.8975380659103394,-0.06754457950592041,1.96596097946167,0.0011729144025593996,0.5195379853248596,0.4804620146751404,0.00015571634867228568
concept_only_wrong_full_correct,0,25015191B3,25015191B3,1,1,0,1,0,True,False,True,False,5.367156982421875,-0.16240519285202026,5.528684616088867,-0.0009369479375891387,0.9453233480453491,0.054676685482263565,1.6726175090298057e-05
concept_only_wrong_full_correct,0,25020556B4,25020556B4,1,1,0,1,0,True,False,True,False,2.7610397338867188,-0.5882409811019897,3.348402500152588,-0.0009375171503052115,0.7472782731056213,0.25272175669670105,1.4047056538402103e-05
concept_only_wrong_full_correct,0,25026144B2,25026144B2,1,1,0,1,0,True,False,True,False,1.7811098098754883,-0.5814917087554932,2.361722946166992,-0.00029107800219208,0.4986739754676819,0.5013260841369629,5.342612348613329e-05
full_without_visual_correct_full_wrong,0,2462598-B,2462598-B,0,1,0,1,0,False,True,False,True,-0.008744001388549805,0.010913491249084473,-0.018779128789901733,0.0011117099784314632,0.154521182179451,0.8454788327217102,4.161241668043658e-05
full_without_visual_correct_full_wrong,0,2471959-B2,2471959-B2,0,1,0,1,0,False,True,False,True,-0.19995450973510742,0.277038037776947,-0.4761141538619995,0.001101163448765874,0.40743720531463623,0.5925627946853638,8.90490355232032e-06
full_without_visual_correct_full_wrong,0,25019273B,25019273B,1,0,1,0,1,False,True,False,True,-4.017699718475342,0.30604422092437744,-4.32462215423584,-0.0006384097505360842,0.6952404379844666,0.30475953221321106,1.4665837397842552e-06
full_without_visual_correct_full_wrong,0,25023972B3,25023972B3,1,0,1,0,1,False,True,False,True,-0.016354799270629883,0.365830659866333,-0.38306358456611633,-0.0005480902618728578,0.24148325622081757,0.7585167288780212,2.0787527319043875e-05
full_correct_full_without_visual_wrong,0,2473212-B4,2473212-B4,0,0,1,0,1,True,False,True,False,1.8975380659103394,-0.06754457950592041,1.96596097946167,0.0011729144025593996,0.5195379853248596,0.4804620146751404,0.00015571634867228568
full_correct_full_without_visual_wrong,0,25015191B3,25015191B3,1,1,0,1,0,True,False,True,False,5.367156982421875,-0.16240519285202026,5.528684616088867,-0.0009369479375891387,0.9453233480453491,0.054676685482263565,1.6726175090298057e-05
full_correct_full_without_visual_wrong,0,25020556B4,25020556B4,1,1,0,1,0,True,False,True,False,2.7610397338867188,-0.5882409811019897,3.348402500152588,-0.0009375171503052115,0.7472782731056213,0.25272175669670105,1.4047056538402103e-05
full_correct_full_without_visual_wrong,0,25026144B2,25026144B2,1,1,0,1,0,True,False,True,False,1.7811098098754883,-0.5814917087554932,2.361722946166992,-0.00029107800219208,0.4986739754676819,0.5013260841369629,5.342612348613329e-05
