flip_type,fold,sample_id,slide_id,label,pred_full,pred_concept_only,pred_visual_only,pred_full_without_visual,full_correct,concept_correct,visual_correct,full_without_visual_correct,full_margin,concept_margin,visual_margin,csg_margin,visual_contribution_ratio,concept_contribution_ratio,csg_contribution_ratio
concept_only_correct_full_wrong,1,2469969-B2,2469969-B2,0,1,0,1,0,False,True,False,True,-0.19969630241394043,0.4494612216949463,-0.6504594087600708,-0.0004977547796443105,0.06669185310602188,0.9333081841468811,0.00016508919361513108
concept_only_correct_full_wrong,1,2477473-B2,2477473-B2,0,1,0,1,0,False,True,False,True,-1.4320265054702759,0.17299747467041016,-1.6063250303268433,-0.007610763423144817,0.1676938384771347,0.8323061466217041,6.477299757534638e-05
concept_only_correct_full_wrong,1,25026797B2,25026797B2,1,0,1,0,1,False,True,False,True,-0.09049415588378906,2.3538413047790527,-2.4430341720581055,0.006616970058530569,0.432530015707016,0.5674699544906616,0.0019798169378191233
visual_only_correct_concept_wrong,1,2462987-B2,2462987-B2,0,1,1,0,1,False,False,True,False,-1.4215114116668701,-1.8763079643249512,0.45349523425102234,-0.012379453517496586,0.006917840335518122,0.9930821657180786,5.3195242799120024e-05
visual_only_correct_concept_wrong,1,25026103B2,25026103B2,1,1,0,1,0,True,False,True,False,2.2866456508636475,-1.1885814666748047,3.4765281677246094,-0.001988009549677372,0.2976502478122711,0.7023497819900513,0.00016013506683520973
visual_only_correct_concept_wrong,1,25057856B2,25057856B2,1,1,0,1,0,True,False,True,False,2.345428466796875,-0.3773329257965088,2.724062919616699,0.0054023596458137035,0.337740957736969,0.662259042263031,8.03125076345168e-05
concept_only_wrong_full_correct,1,25026103B2,25026103B2,1,1,0,1,0,True,False,True,False,2.2866456508636475,-1.1885814666748047,3.4765281677246094,-0.001988009549677372,0.2976502478122711,0.7023497819900513,0.00016013506683520973
concept_only_wrong_full_correct,1,25057856B2,25057856B2,1,1,0,1,0,True,False,True,False,2.345428466796875,-0.3773329257965088,2.724062919616699,0.0054023596458137035,0.337740957736969,0.662259042263031,8.03125076345168e-05
full_without_visual_correct_full_wrong,1,2469969-B2,2469969-B2,0,1,0,1,0,False,True,False,True,-0.19969630241394043,0.4494612216949463,-0.6504594087600708,-0.0004977547796443105,0.06669185310602188,0.9333081841468811,0.00016508919361513108
full_without_visual_correct_full_wrong,1,2477473-B2,2477473-B2,0,1,0,1,0,False,True,False,True,-1.4320265054702759,0.17299747467041016,-1.6063250303268433,-0.007610763423144817,0.1676938384771347,0.8323061466217041,6.477299757534638e-05
full_without_visual_correct_full_wrong,1,25026797B2,25026797B2,1,0,1,0,1,False,True,False,True,-0.09049415588378906,2.3538413047790527,-2.4430341720581055,0.006616970058530569,0.432530015707016,0.5674699544906616,0.0019798169378191233
full_correct_full_without_visual_wrong,1,25026103B2,25026103B2,1,1,0,1,0,True,False,True,False,2.2866456508636475,-1.1885814666748047,3.4765281677246094,-0.001988009549677372,0.2976502478122711,0.7023497819900513,0.00016013506683520973
full_correct_full_without_visual_wrong,1,25057856B2,25057856B2,1,1,0,1,0,True,False,True,False,2.345428466796875,-0.3773329257965088,2.724062919616699,0.0054023596458137035,0.337740957736969,0.662259042263031,8.03125076345168e-05
