fold,sample_id,slide_id,label,pred_full,pred_concept_only,pred_visual_only,pred_full_without_visual,full_correct,concept_correct,visual_correct,full_without_visual_correct,full_margin,concept_margin,visual_margin,csg_margin,full_top1_margin,concept_top1_margin,visual_top1_margin,csg_top1_margin,visual_contribution_ratio,concept_contribution_ratio,csg_contribution_ratio
0,2460239-B2,2460239-B2,0,0,0,0,0,True,True,True,True,8.621224403381348,3.526097297668457,5.0890913009643555,-0.019657708704471588,8.621224403381348,3.526097297668457,5.0890913009643555,0.019657708704471588,0.4331734776496887,0.5668265223503113,0.0012774331262335181
0,2460628-B2,2460628-B2,0,0,0,0,0,True,True,True,True,11.151687622070312,4.724507808685303,6.421144485473633,-0.007863692007958889,11.151687622070312,4.724507808685303,6.421144485473633,0.007863692007958889,0.37360909581184387,0.6263908743858337,0.00013729886268265545
0,2460641-B2,2460641-B2,0,0,0,0,0,True,True,True,True,10.907155990600586,3.974600315093994,6.926519393920898,-0.007663959637284279,10.907155990600586,3.974600315093994,6.926519393920898,0.007663959637284279,0.433380663394928,0.566619336605072,0.00012233530287630856
0,2460960-B,2460960-B,0,0,0,0,0,True,True,True,True,10.867457389831543,4.4218668937683105,6.439556121826172,-0.009669093415141106,10.867457389831543,4.4218668937683105,6.439556121826172,0.009669093415141106,0.3940083086490631,0.6059916615486145,3.5163579013897106e-05
0,2461671-B2,2461671-B2,0,0,0,0,0,True,True,True,True,11.750986099243164,4.891031265258789,6.85391902923584,-0.00392772164195776,11.750986099243164,4.891031265258789,6.85391902923584,0.00392772164195776,0.4089593291282654,0.5910406708717346,0.0003096376603934914
0,2461677-B2,2461677-B2,0,0,0,0,0,True,True,True,True,11.5449857711792,4.666929721832275,6.872020721435547,-0.005417714826762676,11.5449857711792,4.666929721832275,6.872020721435547,0.005417714826762676,0.4913804233074188,0.5086195468902588,2.110438799718395e-05
0,2461700-B2,2461700-B2,0,0,0,0,0,True,True,True,True,9.067646026611328,4.248889446258545,4.81272029876709,-0.013681749813258648,9.067646026611328,4.248889446258545,4.81272029876709,0.013681749813258648,0.4149538576602936,0.5850461721420288,0.0007010861299932003
0,2462478-B2,2462478-B2,0,0,0,0,0,True,True,True,True,8.28498649597168,3.807849168777466,4.471100807189941,-0.009906891733407974,8.28498649597168,3.807849168777466,4.471100807189941,0.009906891733407974,0.32266363501548767,0.6773363947868347,0.00014816522889304906
0,2462598-B,2462598-B,0,0,0,0,0,True,True,True,True,6.270514011383057,2.847078323364258,3.4173994064331055,-0.024302229285240173,6.270514011383057,2.847078323364258,3.4173994064331055,0.024302229285240173,0.3406393826007843,0.6593605875968933,0.0017290383111685514
0,2462637-B2,2462637-B2,0,0,0,0,0,True,True,True,True,8.299898147583008,4.113785743713379,4.180076599121094,-0.013894020579755306,8.299898147583008,4.113785743713379,4.180076599121094,0.013894020579755306,0.34930092096328735,0.6506990790367126,0.0004657737154047936
0,2463127-B3,2463127-B3,0,0,0,0,0,True,True,True,True,10.034473419189453,4.524264335632324,5.504173278808594,-0.009718633256852627,10.034473419189453,4.524264335632324,5.504173278808594,0.009718633256852627,0.4382232427597046,0.5617767572402954,0.00031460379250347614
0,2463647-B2,2463647-B2,0,0,0,0,0,True,True,True,True,7.178330421447754,3.304776668548584,3.867518663406372,-0.013508358970284462,7.178330421447754,3.304776668548584,3.867518663406372,0.013508358970284462,0.27471134066581726,0.7252886891365051,9.069888619706035e-05
0,2463656-B2,2463656-B2,0,0,0,0,0,True,True,True,True,8.35676097869873,3.871859550476074,4.478865146636963,-0.01422200258821249,8.35676097869873,3.871859550476074,4.478865146636963,0.01422200258821249,0.42048147320747375,0.5795185565948486,0.0010734065435826778
